NCRO_1000000	hsa-miR-548f-5
NCRO_1003461	hsa-miR-3943
NCRO_1003462	hsa-miR-548ae-1
NCRO_1003463	hsa-miR-3115
NCRO_1003464	hsa-miR-24-2-5p
NCRO_1003465	hsa-miR-221-5p
NCRO_1003466	hsa-miR-548ai
NCRO_1003467	hsa-miR-892a
NCRO_1003468	hsa-miR-548ay
NCRO_1003469	hsa-miR-3199
NCRO_1003470	hsa-miR-630
NCRO_1003471	hsa-miR-122
NCRO_1003472	hsa-miR-5692c-2
NCRO_1003473	hsa-miR-7855
NCRO_1003474	hsa-miR-6511b-5p
NCRO_1003475	hsa-miR-6817-3p
NCRO_1003476	hsa-miR-6862-5p
NCRO_1003477	hsa-miR-7850
NCRO_1003478	hsa-miR-499b
NCRO_1003479	hsa-miR-3907
NCRO_1003480	hsa-miR-4712
NCRO_1003481	hsa-miR-6886-3p
NCRO_1003482	hsa-miR-4711-3p
NCRO_1003483	hsa-miR-1245b-3p
NCRO_1003484	hsa-miR-6079
NCRO_1003485	hsa-miR-548h-4
NCRO_1003486	hsa-miR-378b
NCRO_1003487	hsa-miR-3168
NCRO_1003488	hsa-miR-606
NCRO_1003489	hsa-miR-2116
NCRO_1003490	hsa-miR-411-5p
NCRO_1003491	hsa-miR-6860
NCRO_1003492	hsa-miR-6841-5p
NCRO_1003493	hsa-miR-548ae-5p
NCRO_1003494	hsa-miR-203a-5p
NCRO_1003495	hsa-miR-5004-5p
NCRO_1003496	hsa-miR-548g
NCRO_1003497	hsa-miR-1296-5p
NCRO_1003498	hsa-miR-4673
NCRO_1003499	hsa-miR-3660
NCRO_1003500	hsa-miR-371b-5p
NCRO_1003501	hsa-miR-450a-1
NCRO_1003502	hsa-miR-6765
NCRO_1003503	hsa-miR-6507-5p
NCRO_1003504	hsa-miR-99b-3p
NCRO_1003505	hsa-miR-4753
NCRO_1003506	hsa-miR-6511a-1
NCRO_1003507	hsa-miR-3619
NCRO_1003508	hsa-miR-4666a-5p
NCRO_1003509	hsa-miR-4655-3p
NCRO_1003510	hsa-miR-8068
NCRO_1003511	hsa-miR-4721
NCRO_1003512	hsa-miR-3151
NCRO_1003513	hsa-miR-3925-3p
NCRO_1003514	hsa-miR-4467
NCRO_1003515	hsa-miR-4708
NCRO_1003516	hsa-miR-6516
NCRO_1003517	hsa-miR-5190
NCRO_1003518	hsa-miR-8063
NCRO_1003519	hsa-miR-510
NCRO_1003520	hsa-miR-4535
NCRO_1003521	hsa-miR-20a
NCRO_1003522	hsa-miR-30d-5p
NCRO_1003523	hsa-miR-6772-3p
NCRO_1003524	hsa-miR-31
NCRO_1003525	hsa-miR-548l
NCRO_1003526	hsa-miR-3622b-5p
NCRO_1003527	hsa-miR-1197
NCRO_1003528	hsa-miR-127-3p
NCRO_1003529	hsa-miR-548au
NCRO_1003530	hsa-miR-4717-3p
NCRO_1003531	hsa-miR-26b-3p
NCRO_1003532	hsa-miR-6781
NCRO_1003533	hsa-miR-4521
NCRO_1003534	hsa-miR-3154
NCRO_1003535	hsa-miR-620
NCRO_1003536	hsa-miR-214-3p
NCRO_1003537	hsa-miR-6877-3p
NCRO_1003538	hsa-miR-4675
NCRO_1003539	hsa-miR-550a-2
NCRO_1003540	hsa-miR-16-1-3p
NCRO_1003541	hsa-miR-621
NCRO_1003542	hsa-miR-6854-3p
NCRO_1003543	hsa-miR-892c
NCRO_1003544	hsa-miR-153-3p
NCRO_1003545	hsa-miR-642a
NCRO_1003546	hsa-miR-19b-1
NCRO_1003547	hsa-miR-644a
NCRO_1003548	hsa-miR-877
NCRO_1003549	hsa-miR-181a-5p
NCRO_1003550	hsa-miR-548ax
NCRO_1003551	hsa-miR-7843-5p
NCRO_1003552	hsa-miR-1238-5p
NCRO_1003553	hsa-miR-137
NCRO_1003554	hsa-miR-2116-5p
NCRO_1003555	hsa-miR-1286
NCRO_1003556	hsa-miR-4283-1
NCRO_1003557	hsa-miR-6499-3p
NCRO_1003558	hsa-miR-516a-3p
NCRO_1003559	hsa-miR-1247-3p
NCRO_1003560	hsa-miR-877-5p
NCRO_1003561	hsa-miR-203b
NCRO_1003562	hsa-miR-153-1
NCRO_1003563	hsa-miR-4444
NCRO_1003564	hsa-miR-494-3p
NCRO_1003565	hsa-miR-3127
NCRO_1003566	hsa-miR-4418
NCRO_1003567	hsa-miR-939-5p
NCRO_1003568	hsa-miR-493
NCRO_1003569	hsa-miR-34b-5p
NCRO_1003570	hsa-miR-6732-3p
NCRO_1003571	hsa-miR-1281
NCRO_1003572	hsa-miR-3914
NCRO_1003573	hsa-miR-3187-3p
NCRO_1003574	hsa-miR-508-5p
NCRO_1003575	hsa-miR-6743
NCRO_1003576	hsa-miR-4681
NCRO_1003577	hsa-miR-140
NCRO_1003578	hsa-miR-210
NCRO_1003579	hsa-miR-6501-5p
NCRO_1003580	hsa-miR-492
NCRO_1003581	hsa-miR-6068
NCRO_1003582	hsa-miR-1909-5p
NCRO_1003583	hsa-miR-519c-3p
NCRO_1003584	hsa-miR-3960
NCRO_1003585	hsa-miR-3117
NCRO_1003586	hsa-miR-4767
NCRO_1003587	hsa-miR-4701
NCRO_1003588	hsa-miR-6504
NCRO_1003589	hsa-miR-424-3p
NCRO_1003590	hsa-miR-3653-3p
NCRO_1003591	hsa-miR-6744-5p
NCRO_1003592	hsa-miR-8087
NCRO_1003593	hsa-miR-5188
NCRO_1003594	hsa-miR-591
NCRO_1003595	hsa-miR-3155b
NCRO_1003596	hsa-miR-4470
NCRO_1003597	hsa-miR-320d-1
NCRO_1003598	hsa-miR-6803-5p
NCRO_1003599	hsa-miR-494
NCRO_1003600	hsa-miR-583
NCRO_1003601	hsa-miR-6786
NCRO_1003602	hsa-miR-346
NCRO_1003603	hsa-miR-3652
NCRO_1003604	hsa-miR-1973
NCRO_1003605	hsa-miR-7705
NCRO_1003606	hsa-miR-4511
NCRO_1003607	hsa-miR-4652-5p
NCRO_1003608	hsa-miR-2113
NCRO_1003609	hsa-miR-944
NCRO_1003610	hsa-miR-378d
NCRO_1003611	hsa-miR-6724-2
NCRO_1003612	hsa-miR-6885
NCRO_1003613	hsa-miR-8060
NCRO_1003614	hsa-miR-4424
NCRO_1003615	hsa-miR-1915-5p
NCRO_1003616	hsa-miR-4654
NCRO_1003617	hsa-miR-4670-3p
NCRO_1003618	hsa-miR-25-5p
NCRO_1003619	hsa-miR-3135b
NCRO_1003620	hsa-miR-764
NCRO_1003621	hsa-miR-212
NCRO_1003622	hsa-miR-4294
NCRO_1003623	hsa-miR-136-3p
NCRO_1003624	hsa-miR-1915
NCRO_1003625	hsa-miR-4493
NCRO_1003626	hsa-let-7c-3p
NCRO_1003627	hsa-miR-4278
NCRO_1003628	hsa-miR-5692a
NCRO_1003629	hsa-miR-5001-3p
NCRO_1003630	hsa-miR-4638
NCRO_1003631	hsa-miR-375
NCRO_1003632	hsa-miR-548ao-3p
NCRO_1003633	hsa-miR-548u
NCRO_1003634	hsa-miR-5704
NCRO_1003635	hsa-miR-6837
NCRO_1003636	hsa-miR-6805
NCRO_1003637	hsa-miR-545-5p
NCRO_1003638	hsa-miR-5000-5p
NCRO_1003639	hsa-miR-4446-5p
NCRO_1003640	hsa-miR-3655
NCRO_1003641	hsa-miR-3175
NCRO_1003642	hsa-miR-422a
NCRO_1003643	hsa-miR-21
NCRO_1003644	hsa-miR-4771-2
NCRO_1003645	hsa-miR-7853-5p
NCRO_1003646	hsa-let-7a-3
NCRO_1003647	hsa-miR-5196
NCRO_1003648	hsa-miR-6829
NCRO_1003649	hsa-miR-542
NCRO_1003650	hsa-miR-3650
NCRO_1003651	hsa-miR-4764-5p
NCRO_1003652	hsa-miR-4288
NCRO_1003653	hsa-miR-548ap-5p
NCRO_1003654	hsa-miR-615-3p
NCRO_1003655	hsa-miR-4734
NCRO_1003656	hsa-miR-548al
NCRO_1003657	hsa-miR-4803
NCRO_1003658	hsa-miR-4271
NCRO_1003659	hsa-miR-4301
NCRO_1003660	hsa-miR-3129-3p
NCRO_1003661	hsa-miR-4670
NCRO_1003662	hsa-miR-5681a
NCRO_1003663	hsa-miR-5701-3
NCRO_1003664	hsa-miR-340
NCRO_1003665	hsa-miR-6133
NCRO_1003666	hsa-miR-550a-1
NCRO_1003667	hsa-miR-449b-3p
NCRO_1003668	hsa-miR-4705
NCRO_1003669	hsa-miR-3940-3p
NCRO_1003670	hsa-miR-4454
NCRO_1003671	hsa-miR-518f-3p
NCRO_1003672	hsa-miR-544a
NCRO_1003673	hsa-miR-4312
NCRO_1003674	hsa-miR-299
NCRO_1003675	hsa-miR-4793-5p
NCRO_1003676	hsa-miR-6089-2
NCRO_1003677	hsa-miR-6753-3p
NCRO_1003678	hsa-miR-631
NCRO_1003679	hsa-miR-3180-3p
NCRO_1003680	hsa-miR-6717-5p
NCRO_1003681	hsa-miR-27b-5p
NCRO_1003682	hsa-miR-151a
NCRO_1003683	hsa-miR-1254
NCRO_1003684	hsa-miR-574-5p
NCRO_1003685	hsa-miR-3960
NCRO_1003686	hsa-miR-205-3p
NCRO_1003687	hsa-miR-4633-3p
NCRO_1003688	hsa-miR-7161-3p
NCRO_1003689	hsa-miR-374c
NCRO_1003690	hsa-miR-30a-3p
NCRO_1003691	hsa-miR-1273f
NCRO_1003692	hsa-miR-4698
NCRO_1003693	hsa-miR-7152
NCRO_1003694	hsa-miR-5004-3p
NCRO_1003695	hsa-miR-548ai
NCRO_1003696	hsa-miR-1302-11
NCRO_1003697	hsa-miR-6835-3p
NCRO_1003698	hsa-miR-3156-3p
NCRO_1003699	hsa-miR-6740-3p
NCRO_1003700	hsa-miR-3135b
NCRO_1003701	hsa-miR-6718-5p
NCRO_1003702	hsa-miR-1233-3p
NCRO_1003703	hsa-miR-6734-3p
NCRO_1003704	hsa-miR-328-3p
NCRO_1003705	hsa-miR-6808-5p
NCRO_1003706	hsa-miR-5692b
NCRO_1003707	hsa-miR-767-5p
NCRO_1003708	hsa-miR-4473
NCRO_1003709	hsa-miR-3615
NCRO_1003710	hsa-miR-106a-3p
NCRO_1003711	hsa-miR-4272
NCRO_1003712	hsa-miR-548u
NCRO_1003713	hsa-miR-498
NCRO_1003714	hsa-miR-134
NCRO_1003715	hsa-miR-4790-5p
NCRO_1003716	hsa-miR-3605-5p
NCRO_1003717	hsa-miR-7155-3p
NCRO_1003718	hsa-miR-5703
NCRO_1003719	hsa-miR-579
NCRO_1003720	hsa-miR-3150a-3p
NCRO_1003721	hsa-miR-204-3p
NCRO_1003722	hsa-miR-5007
NCRO_1003723	hsa-miR-1233-2
NCRO_1003724	hsa-miR-1-2
NCRO_1003725	hsa-miR-4772
NCRO_1003726	hsa-miR-4454
NCRO_1003727	hsa-miR-6741-5p
NCRO_1003728	hsa-miR-6780b-3p
NCRO_1003729	hsa-miR-218-2-3p
NCRO_1003730	hsa-miR-4520-5p
NCRO_1003731	hsa-miR-3128
NCRO_1003732	hsa-miR-1258
NCRO_1003733	hsa-miR-3191-3p
NCRO_1003734	hsa-miR-6794-5p
NCRO_1003735	hsa-miR-4786
NCRO_1003736	hsa-miR-4691-5p
NCRO_1003737	hsa-miR-548at-5p
NCRO_1003738	hsa-miR-4759
NCRO_1003739	hsa-miR-521-1
NCRO_1003740	hsa-miR-548o-3p
NCRO_1003741	hsa-miR-146a-3p
NCRO_1003742	hsa-miR-4783-3p
NCRO_1003743	hsa-miR-7154-3p
NCRO_1003744	hsa-miR-6836-3p
NCRO_1003745	hsa-miR-7154-5p
NCRO_1003746	hsa-miR-377-3p
NCRO_1003747	hsa-miR-1909-3p
NCRO_1003748	hsa-miR-662
NCRO_1003749	hsa-miR-4438
NCRO_1003750	hsa-miR-766-5p
NCRO_1003751	hsa-miR-1322
NCRO_1003752	hsa-miR-452
NCRO_1003753	hsa-miR-6792-3p
NCRO_1003754	hsa-miR-1277
NCRO_1003755	hsa-miR-3168
NCRO_1003756	hsa-miR-6777
NCRO_1003757	hsa-miR-4322
NCRO_1003758	hsa-miR-3167
NCRO_1003759	hsa-miR-5584
NCRO_1003760	hsa-miR-562
NCRO_1003761	hsa-miR-4787-5p
NCRO_1003762	hsa-miR-136-5p
NCRO_1003763	hsa-miR-1278
NCRO_1003764	hsa-miR-424
NCRO_1003765	hsa-miR-921
NCRO_1003766	hsa-miR-1302-8
NCRO_1003767	hsa-miR-602
NCRO_1003768	hsa-miR-5588-3p
NCRO_1003769	hsa-miR-6766
NCRO_1003770	hsa-miR-6890-5p
NCRO_1003771	hsa-miR-3667
NCRO_1003772	hsa-miR-4659b-3p
NCRO_1003773	hsa-miR-4679-2
NCRO_1003774	hsa-miR-3179
NCRO_1003775	hsa-miR-4666b
NCRO_1003776	hsa-miR-6769a-3p
NCRO_1003777	hsa-miR-6785
NCRO_1003778	hsa-miR-296
NCRO_1003779	hsa-miR-19b-2
NCRO_1003780	hsa-miR-668-3p
NCRO_1003781	hsa-miR-1255a
NCRO_1003782	hsa-miR-661
NCRO_1003783	hsa-miR-302d-3p
NCRO_1003784	hsa-miR-92a-3p
NCRO_1003785	hsa-miR-3150b-5p
NCRO_1003786	hsa-miR-3617
NCRO_1003787	hsa-miR-1237
NCRO_1003788	hsa-miR-4286
NCRO_1003789	hsa-miR-924
NCRO_1003790	hsa-miR-204-5p
NCRO_1003791	hsa-miR-4502
NCRO_1003792	hsa-miR-3923
NCRO_1003793	hsa-miR-196a-1
NCRO_1003794	hsa-miR-889
NCRO_1003795	hsa-miR-4433a-5p
NCRO_1003796	hsa-miR-8059
NCRO_1003797	hsa-miR-4762-3p
NCRO_1003798	hsa-miR-4494
NCRO_1003799	hsa-miR-4662b
NCRO_1003800	hsa-miR-4533
NCRO_1003801	hsa-miR-548a-5p
NCRO_1003802	hsa-miR-3131
NCRO_1003803	hsa-miR-26b
NCRO_1003804	hsa-miR-4755
NCRO_1003805	hsa-miR-4751
NCRO_1003806	hsa-miR-4733-5p
NCRO_1003807	hsa-miR-4310
NCRO_1003808	hsa-miR-5095
NCRO_1003809	hsa-miR-4536-2
NCRO_1003810	hsa-miR-122-5p
NCRO_1003811	hsa-miR-4312
NCRO_1003812	hsa-miR-5588-5p
NCRO_1003813	hsa-miR-1236
NCRO_1003814	hsa-miR-4495
NCRO_1003815	hsa-miR-217
NCRO_1003816	hsa-miR-30e-3p
NCRO_1003817	hsa-miR-3651
NCRO_1003818	hsa-let-7b-5p
NCRO_1003819	hsa-miR-4792
NCRO_1003820	hsa-miR-145-5p
NCRO_1003821	hsa-miR-1277-3p
NCRO_1003822	hsa-miR-4704-5p
NCRO_1003823	hsa-let-7b
NCRO_1003824	hsa-miR-1248
NCRO_1003825	hsa-miR-4677-5p
NCRO_1003826	hsa-miR-378j
NCRO_1003827	hsa-miR-1255b-1
NCRO_1003828	hsa-miR-548h-5
NCRO_1003829	hsa-miR-933
NCRO_1003830	hsa-miR-758
NCRO_1003831	hsa-miR-20a-3p
NCRO_1003832	hsa-miR-4481
NCRO_1003833	hsa-miR-374a-3p
NCRO_1003834	hsa-miR-4802-3p
NCRO_1003835	hsa-miR-22
NCRO_1003836	hsa-miR-4504
NCRO_1003837	hsa-miR-194-3p
NCRO_1003838	hsa-miR-545-3p
NCRO_1003839	hsa-miR-642b
NCRO_1003840	hsa-miR-5581-3p
NCRO_1003841	hsa-miR-4300
NCRO_1003842	hsa-miR-4710
NCRO_1003843	hsa-miR-191
NCRO_1003844	hsa-miR-509-3p
NCRO_1003845	hsa-miR-6849
NCRO_1003846	hsa-miR-100-5p
NCRO_1003847	hsa-miR-3684
NCRO_1003848	hsa-miR-589
NCRO_1003849	hsa-miR-374b
NCRO_1003850	hsa-miR-514a-3p
NCRO_1003851	hsa-miR-943
NCRO_1003852	hsa-miR-450a-2
NCRO_1003853	hsa-miR-181a-1
NCRO_1003854	hsa-miR-5692a-1
NCRO_1003855	hsa-miR-3918
NCRO_1003856	hsa-miR-3653
NCRO_1003857	hsa-miR-552
NCRO_1003858	hsa-miR-6834
NCRO_1003859	hsa-miR-7973-1
NCRO_1003860	hsa-miR-613
NCRO_1003861	hsa-miR-6719
NCRO_1003862	hsa-miR-214-5p
NCRO_1003863	hsa-miR-4484
NCRO_1003864	hsa-miR-670-5p
NCRO_1003865	hsa-miR-3154
NCRO_1003866	hsa-miR-7155
NCRO_1003867	hsa-miR-4530
NCRO_1003868	hsa-miR-518c
NCRO_1003869	hsa-miR-147a
NCRO_1003870	hsa-miR-6801
NCRO_1003871	hsa-miR-769-5p
NCRO_1003872	hsa-miR-134-3p
NCRO_1003873	hsa-miR-1538
NCRO_1003874	hsa-miR-575
NCRO_1003875	hsa-miR-1185-5p
NCRO_1003876	hsa-miR-4731
NCRO_1003877	hsa-miR-4294
NCRO_1003878	hsa-miR-4736
NCRO_1003879	hsa-miR-4738-3p
NCRO_1003880	hsa-miR-548v
NCRO_1003881	hsa-miR-363-5p
NCRO_1003882	hsa-miR-372-3p
NCRO_1003883	hsa-miR-6823
NCRO_1003884	hsa-miR-3162
NCRO_1003885	hsa-miR-660-3p
NCRO_1003886	hsa-miR-517c-3p
NCRO_1003887	hsa-miR-4287
NCRO_1003888	hsa-miR-1303
NCRO_1003889	hsa-miR-4511
NCRO_1003890	hsa-miR-503-3p
NCRO_1003891	hsa-miR-4524a
NCRO_1003892	hsa-miR-7702
NCRO_1003893	hsa-miR-4800-3p
NCRO_1003894	hsa-miR-544b
NCRO_1003895	hsa-miR-433
NCRO_1003896	hsa-miR-362-5p
NCRO_1003897	hsa-miR-4319
NCRO_1003898	hsa-miR-107
NCRO_1003899	hsa-miR-8084
NCRO_1003900	hsa-miR-497
NCRO_1003901	hsa-miR-4510
NCRO_1003902	hsa-miR-524-5p
NCRO_1003903	hsa-miR-548aw
NCRO_1003904	hsa-miR-3667-3p
NCRO_1003905	hsa-miR-30c-1-3p
NCRO_1003906	hsa-miR-6849-5p
NCRO_1003907	hsa-miR-598
NCRO_1003908	hsa-miR-7-2-3p
NCRO_1003909	hsa-miR-548a-2
NCRO_1003910	hsa-miR-4323
NCRO_1003911	hsa-miR-5701
NCRO_1003912	hsa-miR-8068
NCRO_1003913	hsa-miR-4686
NCRO_1003914	hsa-miR-7113-3p
NCRO_1003915	hsa-miR-1302-4
NCRO_1003916	hsa-miR-6888
NCRO_1003917	hsa-miR-6873-3p
NCRO_1003918	hsa-miR-202
NCRO_1003919	hsa-miR-4633-5p
NCRO_1003920	hsa-miR-601
NCRO_1003921	hsa-miR-8056
NCRO_1003922	hsa-miR-6510-5p
NCRO_1003923	hsa-miR-7153-5p
NCRO_1003924	hsa-miR-4452
NCRO_1003925	hsa-miR-1244-1
NCRO_1003926	hsa-miR-216b-5p
NCRO_1003927	hsa-miR-6876-3p
NCRO_1003928	hsa-miR-130a
NCRO_1003929	hsa-miR-4469
NCRO_1003930	hsa-miR-4533
NCRO_1003931	hsa-miR-6795-3p
NCRO_1003932	hsa-miR-449a
NCRO_1003933	hsa-miR-4662a
NCRO_1003934	hsa-miR-496
NCRO_1003935	hsa-miR-346
NCRO_1003936	hsa-miR-3622b-3p
NCRO_1003937	hsa-miR-98
NCRO_1003938	hsa-miR-3924
NCRO_1003939	hsa-miR-4632-3p
NCRO_1003940	hsa-miR-4773-1
NCRO_1003941	hsa-miR-5006-5p
NCRO_1003942	hsa-miR-1227-5p
NCRO_1003943	hsa-miR-4457
NCRO_1003944	hsa-miR-654-3p
NCRO_1003945	hsa-miR-6887-3p
NCRO_1003946	hsa-miR-561
NCRO_1003947	hsa-miR-4518
NCRO_1003948	hsa-miR-6865-5p
NCRO_1003949	hsa-miR-590-5p
NCRO_1003950	hsa-miR-6516-3p
NCRO_1003951	hsa-miR-7846
NCRO_1003952	hsa-miR-6802
NCRO_1003953	hsa-miR-616-5p
NCRO_1003954	hsa-miR-4662a-5p
NCRO_1003955	hsa-miR-6825-3p
NCRO_1003956	hsa-miR-4423-5p
NCRO_1003957	hsa-miR-6874
NCRO_1003958	hsa-miR-3666
NCRO_1003959	hsa-miR-4661-3p
NCRO_1003960	hsa-miR-4732
NCRO_1003961	hsa-miR-4455
NCRO_1003962	hsa-miR-18a-3p
NCRO_1003963	hsa-miR-718
NCRO_1003964	hsa-miR-5689
NCRO_1003965	hsa-miR-5008
NCRO_1003966	hsa-miR-1302-10
NCRO_1003967	hsa-miR-4266
NCRO_1003968	hsa-miR-3664
NCRO_1003969	hsa-miR-4439
NCRO_1003970	hsa-miR-6514-5p
NCRO_1003971	hsa-miR-6879-5p
NCRO_1003972	hsa-miR-6080
NCRO_1003973	hsa-miR-1287
NCRO_1003974	hsa-miR-6782-5p
NCRO_1003975	hsa-miR-656-5p
NCRO_1003976	hsa-miR-4258
NCRO_1003977	hsa-miR-27b-3p
NCRO_1003978	hsa-miR-8069-2
NCRO_1003979	hsa-miR-645
NCRO_1003980	hsa-miR-6511b-1
NCRO_1003981	hsa-miR-6133
NCRO_1003982	hsa-miR-6881
NCRO_1003983	hsa-miR-2682
NCRO_1003984	hsa-miR-3935
NCRO_1003985	hsa-miR-5681a
NCRO_1003986	hsa-miR-3201
NCRO_1003987	hsa-miR-6760-5p
NCRO_1003988	hsa-miR-4251
NCRO_1003989	hsa-miR-6788-3p
NCRO_1003990	hsa-miR-92a-2
NCRO_1003991	hsa-miR-941-2
NCRO_1003992	hsa-miR-93-3p
NCRO_1003993	hsa-miR-4753-5p
NCRO_1003994	hsa-miR-4804-5p
NCRO_1003995	hsa-miR-4729
NCRO_1003996	hsa-miR-335-3p
NCRO_1003997	hsa-miR-4295
NCRO_1003998	hsa-miR-4501
NCRO_1003999	hsa-miR-5194
NCRO_1004000	hsa-miR-4472-1
NCRO_1004001	hsa-miR-3674
NCRO_1004002	hsa-miR-664a-3p
NCRO_1004003	hsa-miR-3190-3p
NCRO_1004004	hsa-miR-4482-5p
NCRO_1004005	hsa-miR-3065-5p
NCRO_1004006	hsa-miR-4532
NCRO_1004007	hsa-miR-509-5p
NCRO_1004008	hsa-miR-3200-5p
NCRO_1004009	hsa-miR-938
NCRO_1004010	hsa-miR-410
NCRO_1004011	hsa-miR-4282
NCRO_1004012	hsa-miR-6503-5p
NCRO_1004013	hsa-miR-6073
NCRO_1004014	hsa-miR-6499-5p
NCRO_1004015	hsa-miR-6127
NCRO_1004016	hsa-miR-1469
NCRO_1004017	hsa-miR-3184-3p
NCRO_1004018	hsa-miR-596
NCRO_1004019	hsa-miR-3619-5p
NCRO_1004020	hsa-miR-3198
NCRO_1004021	hsa-miR-6074
NCRO_1004022	hsa-miR-1302-6
NCRO_1004023	hsa-miR-4429
NCRO_1004024	hsa-miR-3620-5p
NCRO_1004025	hsa-miR-1180-5p
NCRO_1004026	hsa-miR-4259
NCRO_1004027	hsa-miR-7112-5p
NCRO_1004028	hsa-miR-193b
NCRO_1004029	hsa-miR-514b
NCRO_1004030	hsa-miR-6890-3p
NCRO_1004031	hsa-miR-598-5p
NCRO_1004032	hsa-miR-4669
NCRO_1004033	hsa-miR-4789
NCRO_1004034	hsa-miR-185-3p
NCRO_1004035	hsa-miR-519a-3p
NCRO_1004036	hsa-miR-1914-5p
NCRO_1004037	hsa-miR-4436b-2
NCRO_1004038	hsa-miR-216a
NCRO_1004039	hsa-miR-182-3p
NCRO_1004040	hsa-miR-376b
NCRO_1004041	hsa-miR-3944
NCRO_1004042	hsa-miR-3678
NCRO_1004043	hsa-miR-326
NCRO_1004044	hsa-miR-212-3p
NCRO_1004045	hsa-miR-517-5p
NCRO_1004046	hsa-miR-513b-5p
NCRO_1004047	hsa-miR-519e-3p
NCRO_1004048	hsa-miR-302a-3p
NCRO_1004049	hsa-miR-6500-3p
NCRO_1004050	hsa-miR-409-5p
NCRO_1004051	hsa-miR-1226-5p
NCRO_1004052	hsa-miR-6844
NCRO_1004053	hsa-miR-4431
NCRO_1004054	hsa-miR-95
NCRO_1004055	hsa-miR-5192
NCRO_1004056	hsa-miR-4796-3p
NCRO_1004057	hsa-miR-4433a
NCRO_1004058	hsa-miR-617
NCRO_1004059	hsa-miR-593-3p
NCRO_1004060	hsa-miR-6504-5p
NCRO_1004061	hsa-miR-3127-5p
NCRO_1004062	hsa-miR-548bb-3p
NCRO_1004063	hsa-miR-3185
NCRO_1004064	hsa-miR-570-5p
NCRO_1004065	hsa-miR-6751-3p
NCRO_1004066	hsa-miR-4701-3p
NCRO_1004067	hsa-miR-432-3p
NCRO_1004068	hsa-miR-6720
NCRO_1004069	hsa-miR-6894
NCRO_1004070	hsa-miR-6777-3p
NCRO_1004071	hsa-miR-141
NCRO_1004072	hsa-miR-8082
NCRO_1004073	hsa-miR-4764-3p
NCRO_1004074	hsa-miR-1301-3p
NCRO_1004075	hsa-miR-106b-3p
NCRO_1004076	hsa-miR-3613
NCRO_1004077	hsa-miR-3157-5p
NCRO_1004078	hsa-miR-1254-1
NCRO_1004079	hsa-miR-4537
NCRO_1004080	hsa-miR-132-5p
NCRO_1004081	hsa-miR-150-5p
NCRO_1004082	hsa-miR-6749
NCRO_1004083	hsa-miR-1298
NCRO_1004084	hsa-miR-3123
NCRO_1004085	hsa-miR-941
NCRO_1004086	hsa-miR-6859-4
NCRO_1004087	hsa-miR-517a-3p
NCRO_1004088	hsa-miR-4772-5p
NCRO_1004089	hsa-miR-486-3p
NCRO_1004090	hsa-miR-3166
NCRO_1004091	hsa-miR-4292
NCRO_1004092	hsa-miR-8074
NCRO_1004093	hsa-miR-3194-5p
NCRO_1004094	hsa-miR-3649
NCRO_1004095	hsa-miR-409-3p
NCRO_1004096	hsa-miR-4298
NCRO_1004097	hsa-miR-3160-3p
NCRO_1004098	hsa-miR-3683
NCRO_1004099	hsa-miR-125a-5p
NCRO_1004100	hsa-miR-3171
NCRO_1004101	hsa-miR-1226
NCRO_1004102	hsa-miR-548aq-3p
NCRO_1004103	hsa-miR-3605
NCRO_1004104	hsa-miR-4796-5p
NCRO_1004105	hsa-miR-4707-3p
NCRO_1004106	hsa-miR-4677-3p
NCRO_1004107	hsa-miR-3692-5p
NCRO_1004108	hsa-miR-499a-5p
NCRO_1004109	hsa-miR-3919
NCRO_1004110	hsa-miR-3176
NCRO_1004111	hsa-miR-1203
NCRO_1004112	hsa-miR-1236-5p
NCRO_1004113	hsa-miR-8081
NCRO_1004114	hsa-miR-4326
NCRO_1004115	hsa-miR-4795-3p
NCRO_1004116	hsa-miR-1178-5p
NCRO_1004117	hsa-miR-6737-3p
NCRO_1004118	hsa-miR-4680
NCRO_1004119	hsa-miR-548e-5p
NCRO_1004120	hsa-miR-3160-1
NCRO_1004121	hsa-miR-6736-3p
NCRO_1004122	hsa-miR-4436a
NCRO_1004123	hsa-miR-5591-5p
NCRO_1004124	hsa-miR-4761-3p
NCRO_1004125	hsa-miR-539-5p
NCRO_1004126	hsa-miR-122-3p
NCRO_1004127	hsa-miR-376c-3p
NCRO_1004128	hsa-miR-6868-3p
NCRO_1004129	hsa-miR-3658
NCRO_1004130	hsa-miR-887-5p
NCRO_1004131	hsa-miR-671
NCRO_1004132	hsa-miR-4744
NCRO_1004133	hsa-miR-4512
NCRO_1004134	hsa-miR-4794
NCRO_1004135	hsa-miR-888-5p
NCRO_1004136	hsa-miR-5009-5p
NCRO_1004137	hsa-miR-9-2
NCRO_1004138	hsa-miR-6866-3p
NCRO_1004139	hsa-miR-627-5p
NCRO_1004140	hsa-miR-6825-5p
NCRO_1004141	hsa-miR-4713
NCRO_1004142	hsa-miR-4708-3p
NCRO_1004143	hsa-miR-105-5p
NCRO_1004144	hsa-miR-7110-5p
NCRO_1004145	hsa-miR-4724
NCRO_1004146	hsa-miR-7157
NCRO_1004147	hsa-miR-4796
NCRO_1004148	hsa-miR-4763-3p
NCRO_1004149	hsa-miR-29a
NCRO_1004150	hsa-miR-30b-5p
NCRO_1004151	hsa-miR-449c-3p
